cluster_id,n_points,diameter_proxy_m,diameter_proxy_mm,pca_span_1_m,pca_span_2_m,pca_span_3_m,pairwise_d90_m,proxy_volume_m3
24,121,0.23308168023692954,233.08168023692954,0.23308168023692954,0.12914736172717028,0.0530924487837118,0.16719973933491147,0.006630145249857086
25,31,0.08498580782784952,84.98580782784953,0.08498580782784952,0.06108834965643045,0.03112769716027207,0.06580145114218651,0.0003213940579447846
26,57,0.18342140422050038,183.4214042205004,0.18342140422050038,0.07958390926674642,0.057163317453489675,0.1194606375185199,0.0032310870908904233
27,26,0.11162394885992057,111.62394885992056,0.11162394885992057,0.0645188745084975,0.034284856747052075,0.0895757406667011,0.0007282336940324411
28,21,0.11420499221500954,114.20499221500954,0.11420499221500954,0.053798097046067105,0.017508772433802174,0.09456849888928176,0.0007799268790179753
29,51,0.17124811811778293,171.24811811778292,0.17124811811778293,0.06096030457978835,0.042565395939390786,0.12487714283564745,0.0026295173773078972
30,57,0.17458468960423845,174.58468960423846,0.17458468960423845,0.09454085646754082,0.03723281090726088,0.12918185008886368,0.0027862307927782326
31,265,0.2568680994142937,256.86809941429374,0.2568680994142937,0.23261831927437362,0.12306343130957381,0.1880424580160742,0.008874198509938702
32,27,0.0874278146387128,87.4278146387128,0.0874278146387128,0.08869862518116674,0.03071486780032047,0.08126145623790368,0.000349902858780316
33,46,0.12129726773478333,121.29726773478333,0.12129726773478333,0.06452038439489786,0.029087014590945946,0.09493969963466707,0.0009344405520474242
34,39,0.15531323573220657,155.31323573220658,0.15531323573220657,0.09401526688232546,0.054931585279988794,0.11612134379592694,0.001961661305004383
35,36,0.11057309487131665,110.57309487131666,0.11057309487131665,0.06391207575074288,0.025529539629669806,0.07927828686840328,0.0007078594241993848
36,110,0.15449115232745492,154.49115232745493,0.15449115232745492,0.1351437764031143,0.07614342983322758,0.12107812184611366,0.0019306762753654805
37,47,0.13810132785609983,138.10132785609983,0.13810132785609983,0.08718064876499093,0.06979315392810378,0.12019861601197938,0.001379088653915664
38,405,0.3208759553884195,320.8759553884195,0.3208759553884195,0.2074473547584172,0.14158119669444938,0.22532060324083292,0.017298567741360307
39,31,0.13055394100581086,130.55394100581086,0.13055394100581086,0.06445020664738847,0.022682846084314676,0.10160530485742653,0.00116511443057292
40,40,0.16024614686003402,160.24614686003403,0.16024614686003402,0.0812620546495298,0.050695527016054655,0.14036264549228888,0.002154573972694176
41,45,0.14144029276293335,141.44029276293335,0.14144029276293335,0.10007515457376384,0.044901930361515394,0.11597122020984747,0.0014815559675466358
42,36,0.10661833624870617,106.61833624870617,0.10661833624870617,0.11201142943217621,0.0599244619489682,0.09796172656809592,0.0006345916098963265
43,36,0.10213512907406665,102.13512907406664,0.10213512907406665,0.07467072103462137,0.04698866753489844,0.09360855885410554,0.0005578584920394363
44,72,0.18268274577908344,182.68274577908343,0.18268274577908344,0.1393936641731241,0.03500814568603042,0.14915902926845603,0.003192208237874947
45,39,0.17300734357084704,173.00734357084704,0.17300734357084704,0.13203147462891227,0.03841473268864866,0.12822612850647408,0.0027113915348698477
46,61,0.15604322101579926,156.04322101579925,0.15604322101579926,0.09226340702042432,0.03997611035824329,0.11980711423455191,0.0019894514324837634
47,102,0.2648066276313004,264.80662763130044,0.2648066276313004,0.1356013261018697,0.09317545598221205,0.19934824696924977,0.009722661679864736
48,31,0.10382409240070485,103.82409240070486,0.10382409240070485,0.06032204848914678,0.04169820577269599,0.08055388728946294,0.0005859938421220993
49,25,0.08104302240227151,81.04302240227152,0.08104302240227151,0.07573550454592776,0.019349068945295846,0.07330311763124436,0.00027870548109601456
50,37,0.09329157298019283,93.29157298019284,0.09329157298019283,0.08767762350566233,0.032863323117253054,0.08289526028675748,0.0004251340299068625
51,20,0.08466903402034795,84.66903402034795,0.08466903402034795,0.06311250859107938,0.024345224245549916,0.07248647089733863,0.000317813570357967
52,31,0.09068728626823516,90.68728626823516,0.09068728626823516,0.06747465253954801,0.031167545938996913,0.0731938756394946,0.0003905151086990292
53,26,0.09527632959489692,95.27632959489692,0.09527632959489692,0.06474062711957722,0.019516155481109135,0.08089902962794424,0.0004528492749071546
54,35,0.09449750211144743,94.49750211144743,0.09449750211144743,0.06880654323092886,0.027010158509295695,0.07826923365275011,0.0004418344843018257
55,33,0.1179994642789959,117.99946427899589,0.1179994642789959,0.0788429151055747,0.04982777199842968,0.08807103790781465,0.0008602778263564764
56,49,0.1374185033999688,137.4185033999688,0.1374185033999688,0.06974112859160028,0.029088189034654197,0.10875273399935825,0.0013587334447292315
57,95,0.20251816545789159,202.5181654578916,0.20251816545789159,0.12373052687344713,0.07526562583043067,0.17291736535196517,0.004349011701026435
58,50,0.14593828081548765,145.93828081548764,0.14593828081548765,0.06850896455165588,0.04215193671380042,0.10151899503177265,0.001627444923285613
59,170,0.2990540358925618,299.0540358925618,0.2990540358925618,0.14445964501812059,0.1073267725880295,0.24029455198546082,0.014003855660087867
60,20,0.13298984857332338,132.98984857332337,0.13298984857332338,0.03746633350286323,0.021151741929803465,0.09618600741228148,0.0012315558084797429
61,102,0.307537450652508,307.53745065250797,0.307537450652508,0.20382104614147317,0.07448357788705137,0.22238974880018986,0.015229745713843605
62,39,0.10800290969931174,108.00290969931174,0.10800290969931174,0.06049735407398141,0.032274011044521246,0.0706198623618247,0.0006596369730795541
63,20,0.08659351735160245,86.59351735160244,0.08659351735160245,0.04891236253487781,0.020315536875320967,0.06543853733659928,0.0003399810918381756
64,29,0.09484642677145934,94.84642677145933,0.09484642677145934,0.08254356135243576,0.01532032249533297,0.07596183481564696,0.0004467468966036341
65,148,0.16953958118552964,169.53958118552964,0.16953958118552964,0.10054852621983182,0.07684121961173158,0.11060934022134952,0.002551596162157717
66,30,0.09426841968969057,94.26841968969057,0.09426841968969057,0.07380404940425697,0.038465418206986166,0.07358542599715823,0.0004386289601682026
67,20,0.12242209448022785,122.42209448022786,0.12242209448022785,0.05220720996048414,0.024676496271891377,0.09406237313725854,0.000960678427691202
68,78,0.16640220159735095,166.40220159735094,0.16640220159735095,0.11046465301769404,0.08730843748766687,0.1462449914902383,0.0024125472410357293
69,58,0.15452552731623248,154.52552731623248,0.15452552731623248,0.0925440667532646,0.0715923234177537,0.12960983578079796,0.0019319653150745486
70,24,0.10487416290299584,104.87416290299583,0.10487416290299584,0.0640278258188115,0.03789684631601223,0.08746356126810374,0.0006039543927198208
71,21,0.07550517767233064,75.50517767233065,0.07550517767233064,0.03560566297771953,0.022160411014586358,0.05857863887076548,0.0002253869797097561
72,24,0.059145044700181365,59.145044700181366,0.059145044700181365,0.04767656069333889,0.02144921198440304,0.05124961157756526,0.0001083312402764391
73,81,0.2236075109870173,223.60751098701732,0.2236075109870173,0.15374806952364756,0.06810389032750477,0.16788336260027084,0.005854068293551948
74,25,0.09680348338630859,96.80348338630859,0.09680348338630859,0.04616505181498883,0.02796055934175254,0.06959761603515137,0.0004749759041922781
75,35,0.08633418643844692,86.33418643844692,0.08633418643844692,0.07373329941733697,0.03660439517957097,0.07101538095195159,0.0003369356966999531
76,58,0.11612042625597585,116.12042625597584,0.11612042625597585,0.08176746122373124,0.06034889806612376,0.08437310517363329,0.0008198312837445548
77,55,0.24490045773580504,244.90045773580505,0.24490045773580504,0.08981349811289885,0.04841582526500046,0.206119860466175,0.007690727310186178
78,52,0.15407191827842945,154.07191827842945,0.15407191827842945,0.085981103411468,0.027448627272132767,0.0980257414300099,0.001915001381969976
79,72,0.2143037874368176,214.3037874368176,0.2143037874368176,0.13486531497703003,0.05353673988107541,0.1472485104199749,0.0051533324661135445
80,53,0.23374884163510287,233.74884163510288,0.23374884163510287,0.12582614678529389,0.06342257537693562,0.1799413018536146,0.006687241761751623
81,136,0.18009681104758635,180.09681104758636,0.18009681104758635,0.09550128531153942,0.09650547112812259,0.12688540882225355,0.0030585577919313932
82,25,0.07993642793207205,79.93642793207205,0.07993642793207205,0.04989315332581855,0.01996828600393869,0.05655705437261362,0.0002674439846970474
83,30,0.10446261791618376,104.46261791618376,0.10446261791618376,0.08751463310293117,0.040373661913307976,0.09032498178208112,0.000596872182012809
84,22,0.0699580075469449,69.9580075469449,0.0699580075469449,0.035829693969680956,0.03483373855282403,0.05336873250666262,0.00017927136208771688
85,25,0.0701680345291947,70.1680345291947,0.0701680345291947,0.06772882201720565,0.035389202523411004,0.061532082404305154,0.0001808908324852093
86,41,0.1139112766996916,113.9112766996916,0.1139112766996916,0.08593845048945833,0.033304436007554006,0.09710380239237909,0.0007739248300629986
87,43,0.10372982550176288,103.72982550176287,0.10372982550176288,0.06909074250358481,0.03486691065000401,0.0795281286531832,0.0005843991347290079
88,24,0.059775958923546674,59.775958923546675,0.059775958923546674,0.05330703463189279,0.022407271193034747,0.048411382534852304,0.00011183513791236712
89,42,0.12561234491049103,125.61234491049103,0.12561234491049103,0.08366451213462286,0.042208169465737994,0.11314301957696205,0.0010377568085240642
90,46,0.1433848031623523,143.3848031623523,0.1433848031623523,0.10843675619922187,0.06388635419987523,0.1341043910803789,0.0015435048402267333
91,25,0.07405591459471907,74.05591459471907,0.07405591459471907,0.04454149296447919,0.038391187227676635,0.06283467976035519,0.00021265611323826724
92,34,0.06387073089184853,63.870730891848524,0.06387073089184853,0.05690185702162826,0.03117161050932899,0.058649218814791654,0.00013642824113903654
93,35,0.14519431008675504,145.19431008675505,0.14519431008675504,0.08614169184099982,0.03266331614983909,0.11355380280439062,0.0016026822042265266
94,38,0.14703379545169376,147.03379545169375,0.14703379545169376,0.14454267332656062,0.04260136436107211,0.12760787743362398,0.0016643709476403296
95,32,0.10796578229943318,107.96578229943319,0.10796578229943318,0.11787097742304953,0.04983543686253393,0.1042272634038141,0.0006589569306322537
96,42,0.08828946124234613,88.28946124234614,0.08828946124234613,0.07653215858510407,0.0536058944126789,0.0728669470579568,0.0003603505774768759
97,24,0.0758265570361926,75.8265570361926,0.0758265570361926,0.06335279396477647,0.05122369938834479,0.06594463135726311,0.00022827725058209932
98,24,0.07966626098232826,79.66626098232827,0.07966626098232826,0.057850295943275135,0.02685836471342154,0.060359549655044184,0.00026474143973649145
99,30,0.1829673394601761,182.9673394601761,0.1829673394601761,0.09633409804913626,0.021873040304808307,0.12953988257778454,0.0032071505080420643
100,66,0.1964263100952685,196.42631009526852,0.1964263100952685,0.09938295019107687,0.0827553621640307,0.16857630914709307,0.003968236957960366
101,32,0.11866337800073062,118.66337800073062,0.11866337800073062,0.06835285606091934,0.057713949622526454,0.09421042954465372,0.0008748805148778769
102,43,0.11581475709305766,115.81475709305766,0.11581475709305766,0.0727202195031888,0.03394130171566221,0.09991402073984995,0.0008133740719341242
103,36,0.0864895977769912,86.48959777699119,0.0864895977769912,0.08182932505307675,0.040034406754585306,0.07357583644069739,0.0003387585416294127
104,74,0.20877731415760878,208.77731415760877,0.20877731415760878,0.15895991362122602,0.04741956750581355,0.17136069190473374,0.004764842404314339
105,76,0.15209196256174462,152.09196256174462,0.15209196256174462,0.09721877121676695,0.06934736518755664,0.11637955693593799,0.001842117864282217
106,75,0.18854902305431365,188.54902305431364,0.18854902305431365,0.1161915504565527,0.06121157985830736,0.14986402916353925,0.0035097120098849504
107,39,0.11002669438222329,110.02669438222328,0.11002669438222329,0.10366714481471707,0.038306223898031025,0.09409419533275891,0.000697417463852279
108,24,0.13431038549858726,134.31038549858727,0.13431038549858726,0.05432261243943562,0.044712838321588046,0.11912697886840928,0.0012686078930447433
109,680,0.36231514001354326,362.31514001354327,0.36231514001354326,0.32672999173181916,0.22040381433803297,0.26865282935845763,0.02490336700894757
110,112,0.1814359501836013,181.4359501836013,0.1814359501836013,0.14573063861175845,0.08106832406388872,0.14755725959146482,0.003127293575921806
111,31,0.07165579657084557,71.65579657084557,0.07165579657084557,0.05721166965065903,0.026203165876373936,0.05976382108338173,0.00019264272243058115
112,20,0.10254748223051746,102.54748223051746,0.10254748223051746,0.07514870377219889,0.0390332889712517,0.08759482362982283,0.0005646425835039876
113,24,0.1799504932301467,179.9504932301467,0.1799504932301467,0.0698786807969063,0.035812670599509364,0.13785462885965521,0.003051109164514644
114,49,0.1622450567816046,162.2450567816046,0.1622450567816046,0.09238005265183302,0.06191060658484658,0.12615904102548092,0.0022362123600800417
115,30,0.06842158415017212,68.42158415017212,0.06842158415017212,0.05980311667767421,0.021023737370058387,0.06223654823472113,0.00016771735224902528
116,67,0.14999355154908012,149.9935515490801,0.14999355154908012,0.12919062460444672,0.07372791662599175,0.12845800686605277,0.0017669179703738527
117,53,0.13267572750834444,132.67572750834444,0.13267572750834444,0.07045813321197375,0.034349514392097324,0.09170891363871343,0.001222849626975143
118,27,0.11756990069526478,117.56990069526478,0.11756990069526478,0.06230958008642877,0.033978235272669986,0.08138322374079095,0.0008509167573565845
119,47,0.13237668371744654,132.37668371744655,0.13237668371744654,0.11073444415895436,0.0353983640768165,0.1155741630271123,0.001214599542824946
120,130,0.19161023817238332,191.6102381723833,0.19161023817238332,0.1093254434938002,0.09560468200399655,0.14843688333321436,0.003683449791499988
121,33,0.10905867740478156,109.05867740478156,0.10905867740478156,0.0909412282147101,0.05144511713639063,0.09294667029522495,0.0006791712631387748
122,65,0.15802879620451338,158.02879620451338,0.15802879620451338,0.12944579170861706,0.10553571943462337,0.14863936068559375,0.002066366335511051
123,38,0.07793751727571345,77.93751727571345,0.07793751727571345,0.05992783868983452,0.03942310666523051,0.06577303766543889,0.0002478781941634347
124,25,0.08381559446811791,83.81559446811791,0.08381559446811791,0.07194970884388233,0.02455657514880266,0.07072904296412966,0.0003082997064330407
125,34,0.13449914324684176,134.49914324684175,0.13449914324684176,0.06143064482964534,0.04040378545145035,0.10016001666140127,0.0012739640594840859
126,44,0.09996023354153974,99.96023354153974,0.09996023354153974,0.07142173386558119,0.04103773798075559,0.07560086121100926,0.0005229743738977919
127,64,0.156985672533671,156.985672533671,0.156985672533671,0.08602287747352164,0.07759792084561992,0.12010965293192441,0.002025716548273608
128,70,0.13978096437432588,139.7809643743259,0.13978096437432588,0.09821523560710096,0.05434644155515786,0.10323069222146813,0.001430022002363581
129,32,0.08744274589573342,87.44274589573342,0.08744274589573342,0.055103627245496174,0.01044188724289854,0.0675821420558616,0.00035008216264993973
130,56,0.17500498433747994,175.00498433747993,0.17500498433747994,0.09163332470557098,0.06401848504288377,0.1323778306701934,0.0028064019695334718
131,54,0.1650277233413001,165.0277233413001,0.1650277233413001,0.14328872897629785,0.03571287218798003,0.13866555031157346,0.002353256935798228
132,108,0.24821467166631844,248.21467166631845,0.24821467166631844,0.1119181150887461,0.05553839191724975,0.20357888955017894,0.008007205377842844
133,21,0.09776369579796265,97.76369579796265,0.09776369579796265,0.05972469190398588,0.03184095924654661,0.08557241417029784,0.0004892506995844851
134,27,0.08133737130247548,81.33737130247547,0.08133737130247548,0.08421388369268784,0.03261435484553385,0.07179147129020447,0.00028175330561807944
135,23,0.07770914352585667,77.70914352585667,0.07770914352585667,0.06807332377117867,0.054112024411649445,0.06933811696839157,0.00024570556304241383
136,28,0.13300030882849134,133.00030882849134,0.13300030882849134,0.05993709150870249,0.04026555733380649,0.10000940967639411,0.0012318464336988856
137,155,0.1375845601545373,137.5845601545373,0.1375845601545373,0.09326586929143779,0.07832178471605392,0.10360286116674605,0.0013636650867922724
138,25,0.08549111751743466,85.49111751743466,0.08549111751743466,0.04052838843993274,0.023931054513369767,0.07310854999337742,0.000327161058480534
139,27,0.13564157920828354,135.64157920828353,0.13564157920828354,0.06033390904837116,0.03206242925170667,0.10765415154496463,0.0013067037412785379
140,104,0.20302308535723598,203.02308535723597,0.20302308535723598,0.12271202842794127,0.069346287465098,0.14970420141071916,0.004381621841509578
141,30,0.15985890712639872,159.85890712639872,0.15985890712639872,0.07705241883883343,0.040205545248096594,0.12624029654845337,0.002138991905514473
142,31,0.16639157857243866,166.39157857243868,0.16639157857243866,0.06719851492484068,0.03342035491875682,0.12390043590361045,0.002412085223470098
143,141,0.20815415933988146,208.15415933988146,0.20815415933988146,0.09480583593590305,0.08205222722879327,0.14546845047395812,0.004722303575642902
144,22,0.09983224928739534,99.83224928739534,0.09983224928739534,0.04792207516751221,0.037513116449952935,0.0784273731310069,0.000520968171363091
145,21,0.1099023646704611,109.90236467046111,0.1099023646704611,0.05599846998636916,0.032577446930215755,0.08517694324210895,0.0006950558978332332
146,28,0.13415032038905977,134.15032038905977,0.13415032038905977,0.08965144986903426,0.02622281982185342,0.10692027630401711,0.0012640776858146214
147,93,0.14146204202371987,141.46204202371987,0.14146204202371987,0.1374136457916769,0.08712168018455521,0.1250924064798491,0.0014822395288208938
148,47,0.10084810067955871,100.84810067955871,0.10084810067955871,0.09265996075234216,0.03705344455493827,0.08367983326486354,0.0005370340127402167
149,36,0.12111004955346114,121.11004955346114,0.12111004955346114,0.08582107723277436,0.01397247418634503,0.09411925139512972,0.0009301203958951806
150,42,0.18852424120400363,188.52424120400363,0.18852424120400363,0.11316323416736801,0.04497762919398665,0.13680385231054798,0.0035083282998298456
151,36,0.12547527354074212,125.47527354074212,0.12547527354074212,0.07668801712763335,0.0381130038750508,0.11514922304100324,0.0010343632348942772
152,26,0.10006470760606206,100.06470760606206,0.10006470760606206,0.08114514965530077,0.03224267157309484,0.08185159202034832,0.0005246158581434304
153,58,0.15120392320992282,151.2039232099228,0.15120392320992282,0.09228867977425878,0.070017670323154,0.12058704360980198,0.0018100384539896882
154,44,0.13700620862602175,137.00620862602176,0.13700620862602175,0.0897106114579444,0.07275582598617973,0.10644456826397522,0.0013465403351539788
155,33,0.10452705982229638,104.52705982229638,0.10452705982229638,0.06314224914360439,0.04503295208243885,0.0851179048507378,0.0005979774763624775
156,20,0.09100481815146498,91.00481815146497,0.09100481815146498,0.054237277330184575,0.029483018787523102,0.07036444229508346,0.0003946315296238082
157,42,0.13931526534340688,139.31526534340688,0.13931526534340688,0.08511735004145138,0.04232804866657332,0.11029182097614545,0.0014157766379878775
158,23,0.08467694721148103,84.67694721148104,0.08467694721148103,0.059649595739099295,0.02448841051099831,0.07012847080458828,0.00031790268751662204
159,116,0.2881908323685347,288.1908323685347,0.2881908323685347,0.18479018838907954,0.15428290592069496,0.25014312479672235,0.012532540201688046
160,30,0.08838182856180668,88.38182856180669,0.08838182856180668,0.048944858148343,0.03196361128267211,0.06423542274997873,0.0003614827437805801
161,46,0.1383274698924791,138.3274698924791,0.1383274698924791,0.09474870353129734,0.04051073700992397,0.10161127872625994,0.0013858745600972865
162,21,0.07253982737755968,72.53982737755967,0.07253982737755968,0.04561607918691322,0.022550572551578996,0.0579294360357657,0.0001998610550042861
163,82,0.32019698811835395,320.19698811835394,0.32019698811835395,0.23964204866955213,0.09705028669017515,0.24266476055789202,0.017188989636969305
164,20,0.101155013520377,101.155013520377,0.101155013520377,0.06698741639531522,0.01539497913611802,0.083361689596737,0.0005419520454020378
165,49,0.12179563426787582,121.79563426787581,0.12179563426787582,0.059026460897317584,0.02378149009018588,0.09377149595632672,0.0009460057726417293
166,149,0.2624919862109262,262.4919862109262,0.2624919862109262,0.2604055809873756,0.09680423474023528,0.2233630124006064,0.00946993001691354
167,251,0.21565217885608073,215.65217885608072,0.21565217885608073,0.16867682909455078,0.10698669687956011,0.16532107707571925,0.00525121951810042
168,24,0.11372017879614914,113.72017879614914,0.11372017879614914,0.06336206232251584,0.025890779768692272,0.08236554500962825,0.0007700363447676217
169,140,0.2124338917597508,212.4338917597508,0.2124338917597508,0.18733249216638287,0.1421186002339752,0.177424356220344,0.005019610724337964
170,99,0.18448733791159166,184.48733791159165,0.18448733791159166,0.10369808470712988,0.04843067563884386,0.13607513163684282,0.003287746430088056
171,55,0.17620109323441557,176.20109323441557,0.17620109323441557,0.1296212126918867,0.06907697725977205,0.13836061174681627,0.002864339013221431
172,22,0.10502515705558504,105.02515705558504,0.10502515705558504,0.04455862156309941,0.029392885762059763,0.07634003879064974,0.0006065668076239098
173,30,0.11655559740421662,116.55559740421661,0.11655559740421662,0.08243756177407385,0.0281189598135821,0.09025088313529989,0.0008290830308441235
174,41,0.11812673271400319,118.12673271400318,0.11812673271400319,0.10635349701547368,0.0249105360668258,0.09878038731581176,0.0008630643900637348
175,103,0.1738731080791075,173.8731080791075,0.1738731080791075,0.1486808981153035,0.04091670697288806,0.1311636769983666,0.0027523006624143613
176,24,0.13950960042977953,139.50960042977954,0.13950960042977953,0.06466290764841436,0.04413716715384081,0.09977930010755742,0.0014217096356517011
177,35,0.13604330091679434,136.04330091679435,0.13604330091679434,0.07602256158584758,0.03766668751060187,0.09891043521616637,0.0013183481232321222
178,23,0.07966549800665225,79.66549800665224,0.07966549800665225,0.057887173798406494,0.020888701058765762,0.06351387155459877,0.00026473383340445196
179,21,0.0605391463560435,60.5391463560435,0.0605391463560435,0.04400869428179641,0.03365315080085638,0.05344297375848788,0.00011617361423408345
180,54,0.15174114035650538,151.74114035650538,0.15174114035650538,0.11057163746110013,0.049413209004557195,0.11412640732070435,0.0018293999079137648
181,104,0.20954590457672123,209.54590457672123,0.20954590457672123,0.15112854966873654,0.06678814619421096,0.1629658213363405,0.0048176600795362245
182,47,0.11789175966006359,117.89175966006358,0.11789175966006359,0.07906753296947436,0.04384066135209838,0.09040466968683583,0.0008579243067973523
183,95,0.19267028975841022,192.6702897584102,0.19267028975841022,0.13568067635249956,0.05424845044710424,0.1503135319911108,0.003744922839165442
184,27,0.08799896969797696,87.99896969797696,0.08799896969797696,0.06310890680157338,0.022315362292645552,0.06844873140187739,0.0003568053721032175
185,31,0.11407630739780335,114.07630739780335,0.11407630739780335,0.06865139918587394,0.029566662750982846,0.0791392850692648,0.0007772934118131712
186,20,0.12029485704480877,120.29485704480878,0.12029485704480877,0.07057707441317387,0.028178673848937526,0.10098862183132974,0.0009114645948138371
187,25,0.09921305971303074,99.21305971303073,0.09921305971303074,0.06273665877278452,0.02830936347139433,0.07587213188119252,0.0005113345668017619
188,42,0.17813804614977824,178.13804614977823,0.17813804614977824,0.08640437194764311,0.03466179811080805,0.1333265213139258,0.0029598430056794597
189,62,0.198833326702267,198.833326702267,0.198833326702267,0.10641252483537494,0.0678697966939676,0.15202590475470582,0.00411591273861838
190,77,0.18789557840617177,187.89557840617178,0.18789557840617177,0.10114707692451622,0.03535933350075652,0.13369764199780154,0.0034733480412944997
191,21,0.08313100990786138,83.13100990786137,0.08313100990786138,0.05320669572377415,0.02803079254873685,0.07112036769937727,0.0003008068985003985
192,28,0.10047478204851974,100.47478204851974,0.10047478204851974,0.06516091448080309,0.015990784963966574,0.07895557901929129,0.0005310920991902155
193,31,0.06721040592814019,67.21040592814019,0.06721040592814019,0.0729252970254336,0.031105502221965273,0.0639597082462823,0.00015896743892697572
194,23,0.14037736557045682,140.37736557045682,0.14037736557045682,0.06165499177213952,0.028792802632134396,0.11284694909060572,0.0014484045680824805
195,40,0.08536180859954746,85.36180859954746,0.08536180859954746,0.06350165659206419,0.045536214848084185,0.06779966460146676,0.00032567876810658407
196,32,0.16860830543607702,168.60830543607702,0.16860830543607702,0.08925935376304898,0.03732810031280504,0.14512325324234093,0.0025097791852770543
197,90,0.16102788280025576,161.02788280025575,0.16102788280025576,0.1280942120254555,0.05738282166445456,0.13865118519895528,0.002186260311602813
198,24,0.08740745571221381,87.40745571221382,0.08740745571221381,0.04329289131666732,0.03301174786938524,0.06335769859448256,0.0003496584747285135
199,23,0.1163438545904909,116.3438545904909,0.1163438545904909,0.05884100663217977,0.023995672856388775,0.07630455255290085,0.0008245727288828535
200,163,0.15836783113785574,158.36783113785575,0.15836783113785574,0.12222616420407004,0.09522529706685434,0.1261512269278372,0.0020796944339590163
201,49,0.10555076884129763,105.55076884129763,0.10555076884129763,0.06505858262934894,0.03568409039436266,0.08411539957453527,0.0006157193831288194
202,24,0.08497519695859176,84.97519695859177,0.08497519695859176,0.04009423736961605,0.027391699764237165,0.0644809968739748,0.00032127369039238975
203,31,0.07936595246884473,79.36595246884472,0.07936595246884473,0.08067374878613692,0.02932398946736897,0.0742918981103557,0.00026175881748609624
204,23,0.07564997787835462,75.64997787835462,0.07564997787835462,0.06051242246952973,0.006094448312715321,0.06376228525405829,0.00022668617706381254
205,22,0.1842754212301434,184.2754212301434,0.1842754212301434,0.05099360433758507,0.019749920676685722,0.13820966125359818,0.0032764297460777707
206,32,0.09284382406326958,92.84382406326958,0.09284382406326958,0.04908288318006514,0.03671682250109538,0.06638580219550877,0.000419042123710991
