adjusted_rand_index,normalized_mutual_info,n_true_fragments,n_predicted_clusters,noise_fraction,n_clusters,median_cluster_points,max_cluster_points,max_cluster_points_param,peakdist,minchild,estimated_fragments,p80,p80_error_pct
0.0039889679402939785,0.5401849565460477,500,556,0.4288341409305856,556,39.0,1140,500,0.1,40,556,343.7236690438655,29.61649845618906
0.0039992305698126375,0.5387455540290088,500,554,0.4288341409305856,554,39.0,1213,500,0.12,15,554,360.46711440584374,35.9303690312037
0.0039992305698126375,0.5387455540290088,500,554,0.4288341409305856,554,39.0,1213,500,0.12,25,554,360.46711440584374,35.9303690312037
0.0039992305698126375,0.5387455540290088,500,554,0.4288341409305856,554,39.0,1213,500,0.12,40,554,360.46711440584374,35.9303690312037
0.004035562023780673,0.5377460775706462,500,552,0.4288341409305856,552,38.5,1213,500,0.14,15,552,365.66809161976846,37.89163185867957
0.004035562023780673,0.5377460775706462,500,552,0.4288341409305856,552,38.5,1213,500,0.14,25,552,365.66809161976846,37.89163185867957
0.004035562023780673,0.5377460775706462,500,552,0.4288341409305856,552,38.5,1213,500,0.14,40,552,365.66809161976846,37.89163185867957
0.003975325696871801,0.5406232902642646,500,557,0.4288341409305856,557,39.0,880,650,0.08,15,557,367.6977107616468,38.65699121581
0.003975325696871801,0.5406232902642646,500,557,0.4288341409305856,557,39.0,880,650,0.08,25,557,367.6977107616468,38.65699121581
0.003975325696871801,0.5406232902642646,500,557,0.4288341409305856,557,39.0,880,650,0.08,40,557,367.6977107616468,38.65699121581
0.004001199626969475,0.5391107583339663,500,554,0.4288341409305856,554,39.0,1140,650,0.1,15,554,350.36650321212386,32.12147842195596
0.004001199626969475,0.5391107583339663,500,554,0.4288341409305856,554,39.0,1140,650,0.1,25,554,350.36650321212386,32.12147842195596
0.004001199626969475,0.5391107583339663,500,554,0.4288341409305856,554,39.0,1140,650,0.1,40,554,350.36650321212386,32.12147842195596
0.004011451325999742,0.5376682419140633,500,552,0.4288341409305856,552,38.5,1213,650,0.12,15,552,373.6797340041695,40.91278264424486
0.004011451325999742,0.5376682419140633,500,552,0.4288341409305856,552,38.5,1213,650,0.12,25,552,373.6797340041695,40.91278264424486
0.004011451325999742,0.5376682419140633,500,552,0.4288341409305856,552,38.5,1213,650,0.12,40,552,373.6797340041695,40.91278264424486
0.004038728191598114,0.5370611276014738,500,551,0.4288341409305856,551,38.0,1213,650,0.14,15,551,376.30751982962204,41.90370770429504
0.004038728191598114,0.5370611276014738,500,551,0.4288341409305856,551,38.0,1213,650,0.14,25,551,376.30751982962204,41.90370770429504
0.004038728191598114,0.5370611276014738,500,551,0.4288341409305856,551,38.0,1213,650,0.14,40,551,376.30751982962204,41.90370770429504
